2722,293,3089,321,3077,479,2710,451
2095,307,2429,307,2429,461,2095,461
2557,307,2703,307,2703,453,2557,453
1231,316,1702,316,1702,470,1231,470
1736,316,1916,316,1916,461,1736,461
1924,325,2078,325,2078,453,1924,453
898,359,1223,359,1223,513,898,513
1856,487,2190,487,2190,624,1856,624
2429,487,2566,487,2566,624,2429,624
2620,480,3080,524,3067,666,2606,622
898,513,1214,513,1214,684,898,684
2215,513,2378,513,2378,624,2215,624
1556,521,1805,521,1805,633,1556,633
1241,540,1537,522,1546,662,1249,679
1830,650,2600,650,2600,829,1830,829
2617,650,3062,650,3062,829,2617,829
895,662,1496,651,1499,812,898,822
1505,667,1591,667,1591,804,1505,804
1608,667,1813,667,1813,804,1608,804
2353,806,3073,818,3070,978,2350,966
2164,829,2301,829,2301,966,2164,966
1445,838,1899,838,1899,975,1445,975
1206,846,1428,846,1428,983,1206,983
1959,855,2121,855,2121,966,1959,966
915,872,1163,872,1163,983,915,983
2107,972,2744,1002,2736,1166,2100,1136
2857,1000,3096,1000,3096,1146,2857,1146
1215,1001,1781,1011,1779,1164,1213,1154
1795,1022,2049,997,2063,1135,1809,1161
2737,1026,2848,1026,2848,1171,2737,1171
915,1035,1189,1035,1189,1154,915,1154
2232,1171,2438,1171,2438,1308,2232,1308
906,1180,1129,1180,1129,1317,906,1317
1197,1180,1368,1180,1368,1317,1197,1317
1428,1180,1787,1180,1787,1317,1428,1317
1941,1197,2198,1197,2198,1308,1941,1308
2472,1197,3079,1197,3079,1343,2472,1343
1873,1334,2053,1334,2053,1479,1873,1479
2139,1323,2413,1362,2391,1514,2117,1475
896,1357,1500,1314,1512,1486,908,1529
2549,1360,3062,1360,3062,1514,2549,1514
2386,1368,2497,1368,2497,1505,2386,1505
1548,1377,1805,1377,1805,1488,1548,1488
561,1507,801,1482,815,1610,575,1635
1612,1477,2190,1519,2177,1691,1599,1649
2207,1505,3071,1505,3071,1651,2207,1651
299,1514,530,1514,530,1625,299,1625
1428,1522,1591,1522,1591,1659,1428,1659
915,1539,1402,1539,1402,1693,915,1693
1693,1676,2155,1676,2155,1822,1693,1822
2181,1668,2677,1668,2677,1822,2181,1822
2711,1668,3071,1668,3071,1813,2711,1813
1189,1693,1445,1693,1445,1830,1189,1830
918,1720,1170,1707,1177,1838,925,1852
1488,1710,1642,1710,1642,1822,1488,1822
2170,1839,2838,1826,2842,2017,2174,2031
916,1836,1287,1847,1282,2003,912,1992
1567,1844,2160,1875,2153,2019,1559,1988
1325,1847,1539,1847,1539,1993,1325,1993
2651,2001,2823,2001,2823,2147,2651,2147
2874,2010,3088,2010,3088,2155,2874,2155
1325,2018,1796,2018,1796,2164,1325,2164
1873,2018,2592,2018,2592,2190,1873,2190
1146,2027,1291,2027,1291,2164,1146,2164
923,2053,1086,2053,1086,2164,923,2164
1608,2172,2489,2172,2489,2352,1608,2352
2567,2171,3100,2186,3096,2336,2563,2322
915,2181,1343,2181,1343,2335,915,2335
1411,2215,1556,2215,1556,2335,1411,2335
923,2361,1214,2361,1214,2497,923,2497
2814,2515,3096,2515,3096,2660,2814,2660
1240,2515,1428,2515,1428,2669,1240,2669
1916,2523,2574,2523,2574,2669,1916,2669
1462,2532,1882,2532,1882,2669,1462,2669
2617,2540,2780,2540,2780,2660,2617,2660
923,2694,1043,2694,1043,2831,923,2831
1069,2686,1556,2686,1556,2840,1069,2840
2326,2694,2446,2694,2446,2831,2326,2831
2485,2712,3092,2686,3099,2856,2492,2882
1693,2703,1830,2703,1830,2840,1693,2840
1856,2703,2078,2703,2078,2840,1856,2840
2087,2728,2266,2728,2266,2865,2087,2865
917,2862,1194,2874,1187,3014,910,3001
1231,2865,1770,2865,1770,3011,1231,3011
1839,2865,1967,2865,1967,3002,1839,3002
2581,2901,3081,2852,3094,2986,2594,3035
2010,2891,2361,2891,2361,3002,2010,3002
2463,2900,2549,2900,2549,3028,2463,3028
299,3019,804,3019,804,3148,299,3148
2681,3038,3119,3012,3127,3156,2689,3182
2143,3028,2667,3014,2672,3200,2148,3214
925,3033,1278,3043,1274,3183,921,3173
1395,3033,1716,3046,1710,3193,1389,3180
1736,3062,2113,3062,2113,3173,1736,3173
448,3144,811,3175,800,3305,437,3274
307,3173,427,3173,427,3267,307,3267
2164,3199,2352,3199,2352,3336,2164,3336
2378,3199,2660,3199,2660,3336,2378,3336
1163,3199,1343,3199,1343,3344,1163,3344
1616,3208,2027,3208,2027,3344,1616,3344
1368,3216,1574,3216,1574,3344,1368,3344
2677,3216,3105,3216,3105,3336,2677,3336
923,3233,1137,3233,1137,3344,923,3344
444,3293,590,3293,590,3396,444,3396
598,3293,675,3293,675,3387,598,3387
307,3302,436,3302,436,3413,307,3413
2771,3361,3105,3361,3105,3507,2771,3507
1802,3378,2548,3364,2551,3505,1805,3518
2574,3370,2711,3370,2711,3498,2574,3498
916,3373,1533,3384,1530,3525,913,3515
1668,3413,1762,3413,1762,3541,1668,3541
303,3438,663,3415,670,3523,309,3546
658,3438,821,3438,821,3533,658,3533
2646,3506,3106,3552,3089,3729,2629,3683
1814,3573,2486,3524,2496,3668,1825,3717
2515,3533,2634,3533,2634,3669,2515,3669
1325,3541,1599,3541,1599,3678,1325,3678
932,3550,1325,3550,1325,3687,932,3687
1608,3550,1805,3550,1805,3678,1608,3678
367,3592,530,3592,530,3678,367,3678
325,3687,667,3687,667,3798,325,3798
2190,3687,2814,3687,2814,3875,2190,3875
684,3704,838,3704,838,3789,684,3789
932,3704,1103,3704,1103,3841,932,3841
1334,3704,1753,3704,1753,3849,1334,3849
1103,3712,1317,3712,1317,3849,1103,3849
2840,3729,3096,3729,3096,3841,2840,3841
1984,3738,2147,3738,2147,3841,1984,3841
1864,3746,1959,3746,1959,3866,1864,3866
376,3849,538,3849,538,3952,376,3952
2312,3859,2600,3881,2589,4022,2301,4000
2908,3866,3113,3866,3113,4003,2908,4003
2070,3875,2241,3875,2241,4012,2070,4012
912,3895,1302,3852,1320,4012,930,4056
1360,3883,1548,3883,1548,4020,1360,4020
1577,3910,2000,3887,2008,4030,1585,4054
2728,3900,2831,3900,2831,4037,2728,4037
2532,4029,2746,4029,2746,4174,2532,4174
926,4081,1614,4048,1621,4199,933,4232
2001,4063,2429,4063,2429,4183,2001,4183
2817,4072,3111,4056,3118,4174,2824,4190
1670,4082,1923,4068,1931,4207,1678,4221
675,4089,821,4089,821,4191,675,4191
307,4097,607,4097,607,4200,307,4200
2224,4200,2857,4200,2857,4354,2224,4354
923,4200,1189,4200,1189,4354,923,4354
1300,4217,1941,4217,1941,4354,1300,4354
2882,4217,3113,4217,3113,4345,2882,4345
496,4234,701,4234,701,4337,496,4337
376,4251,479,4251,479,4337,376,4337
2053,4251,2164,4251,2164,4380,2053,4380
1967,4294,2027,4294,2027,4362,1967,4362
1488,4380,1993,4380,1993,4525,1488,4525
941,4388,1454,4388,1454,4525,941,4525
2857,4397,3113,4397,3113,4542,2857,4542
2396,4416,2830,4390,2838,4530,2405,4556
2018,4414,2369,4414,2369,4525,2018,4525
2517,4537,2991,4558,2985,4708,2510,4687
1532,4574,2192,4520,2206,4685,1545,4739
1149,4580,1499,4542,1515,4693,1165,4731
2994,4568,3105,4568,3105,4713,2994,4713
2232,4576,2489,4576,2489,4696,2232,4696
941,4585,1120,4585,1120,4696,941,4696
915,4722,1360,4722,1360,4859,915,4859
1668,4722,1882,4722,1882,4859,1668,4859
1950,4722,2378,4722,2378,4859,1950,4859
2543,4749,2863,4730,2871,4869,2552,4888
2925,4739,3105,4739,3105,4850,2925,4850
1394,4747,1633,4747,1633,4867,1394,4867
2900,4867,3113,4867,3113,5021,2900,5021
2339,4894,2881,4874,2886,5012,2345,5033
1582,4884,1753,4884,1753,5030,1582,5030
925,4895,1525,4912,1521,5046,921,5029
1779,4901,2318,4901,2318,5038,1779,5038
2592,5038,2934,5038,2934,5201,2592,5201
