6969,78,7697,78,7697,452,6969,452
6654,452,6890,452,6890,630,6654,630
4843,708,5355,708,5355,984,4843,984
5394,708,6142,708,6142,964,5394,964
6166,697,6941,748,6926,981,6151,929
3697,782,4345,714,4376,1008,3728,1076
4331,728,4843,728,4843,1004,4331,1004
3543,767,3720,767,3720,1102,3543,1102
2738,830,3361,745,3406,1077,2784,1162
2185,807,2460,807,2460,1082,2185,1082
1228,863,2181,816,2197,1127,1243,1175
3386,846,3524,846,3524,1102,3386,1102
2441,866,2795,866,2795,1102,2441,1102
4528,1023,6555,1023,6555,1358,4528,1358
6595,1063,6949,1063,6949,1338,6595,1338
4252,1082,4528,1082,4528,1338,4252,1338
3543,1122,4252,1122,4252,1358,3543,1358
3130,1141,3543,1141,3543,1456,3130,1456
1922,1183,3168,1145,3176,1416,1931,1454
1456,1200,1890,1200,1890,1476,1456,1476
1279,1279,1437,1279,1437,1476,1279,1476
6240,1319,6949,1319,6949,1653,6240,1653
5473,1338,6004,1338,6004,1614,5473,1614
5965,1397,6181,1397,6181,1575,5965,1575
4626,1417,5453,1417,5453,1693,4626,1693
3189,1437,3543,1437,3543,1712,3189,1712
3563,1437,4291,1437,4291,1693,3563,1693
4311,1437,4665,1437,4665,1653,4311,1653
1218,1522,2281,1460,2303,1837,1240,1900
2460,1515,3189,1515,3189,1811,2460,1811
2264,1535,2421,1535,2421,1811,2264,1811
5670,1653,6240,1653,6240,1929,5670,1929
6280,1673,6418,1673,6418,1949,6280,1949
6437,1653,6949,1653,6949,1890,6437,1890
5473,1673,5650,1673,5650,1909,5473,1909
4902,1693,5355,1693,5355,1929,4902,1929
4606,1752,4921,1752,4921,1949,4606,1949
3070,1836,4009,1753,4032,2014,3093,2097
4035,1771,4587,1771,4587,1968,4035,1968
2874,1811,3090,1811,3090,2047,2874,2047
1299,1850,1712,1850,1712,2165,1299,2165
1693,1850,2894,1850,2894,2165,1693,2165
5459,2006,6348,1947,6367,2234,5479,2293
6580,2012,7006,1977,7029,2260,6604,2296
4647,2020,5479,2049,5470,2320,4638,2291
3268,2086,3563,2086,3563,2362,3268,2362
3563,2086,3799,2086,3799,2323,3563,2323
3827,2123,4624,2069,4638,2280,3841,2333
2894,2106,3248,2106,3248,2382,2894,2382
2638,2126,2874,2126,2874,2382,2638,2382
1693,2165,2618,2165,2618,2441,1693,2441
1282,2268,1604,2228,1631,2436,1308,2476
5053,2313,6218,2288,6224,2578,5060,2603
6359,2323,6772,2323,6772,2579,6359,2579
6752,2323,7028,2323,7028,2579,6752,2579
4528,2342,5059,2342,5059,2618,4528,2618
6201,2362,6319,2362,6319,2579,6201,2579
4272,2382,4528,2382,4528,2638,4272,2638
3132,2386,4296,2409,4289,2719,3125,2696
2618,2460,3071,2460,3071,2736,2618,2736
2480,2500,2618,2500,2618,2716,2480,2716
2205,2500,2460,2500,2460,2756,2205,2756
1299,2520,1732,2520,1732,2815,1299,2815
1732,2539,2185,2539,2185,2775,1732,2775
6733,2579,7028,2579,7028,2795,6733,2795
6300,2598,6713,2598,6713,2874,6300,2874
4705,2701,5528,2618,5561,2954,4739,3036
5532,2657,6300,2657,6300,2894,5532,2894
3917,2697,4547,2697,4547,2972,3917,2972
4587,2697,4744,2697,4744,2933,4587,2933
3661,2736,3878,2736,3878,2972,3661,2972
2913,2756,3661,2756,3661,3031,2913,3031
2342,2795,2736,2795,2736,3071,2342,3071
1614,2815,2342,2815,2342,3110,1614,3110
2756,2854,2874,2854,2874,3031,2756,3031
6654,2894,7028,2894,7028,3189,6654,3189
1319,2913,1575,2913,1575,3110,1319,3110
5717,2938,6668,2893,6681,3169,5730,3214
5377,3017,5743,2981,5764,3187,5397,3224
3352,3117,4280,3001,4322,3333,3394,3449
4744,3031,5355,3031,5355,3228,4744,3228
4311,3051,4725,3051,4725,3268,4311,3268
2697,3090,3386,3090,3386,3386,2697,3386
1958,3152,2675,3118,2688,3399,1971,3433
1338,3169,1653,3169,1653,3465,1338,3465
1673,3169,1968,3169,1968,3445,1673,3445
6811,3209,7008,3209,7008,3425,6811,3425
6359,3268,6733,3268,6733,3504,6359,3504
4271,3390,5464,3250,5499,3551,4306,3691
5453,3287,5689,3287,5689,3504,5453,3504
5729,3287,6319,3287,6319,3504,5729,3504
3445,3386,4154,3386,4154,3622,3445,3622
1697,3493,2750,3427,2772,3782,1719,3848
3209,3445,3484,3445,3484,3720,3209,3720
2756,3465,3169,3465,3169,3681,2756,3681
1319,3504,1732,3504,1732,3780,1319,3780
6055,3590,7006,3548,7015,3753,6064,3794
5295,3602,5571,3602,5571,3858,5295,3858
4557,3644,5312,3610,5325,3890,4570,3924
5591,3622,6004,3622,6004,3898,5591,3898
4410,3642,4587,3642,4587,3937,4410,3937
3749,3684,4406,3649,4421,3936,3764,3971
2856,3772,3807,3647,3847,3950,2896,4075
2323,3799,2874,3799,2874,4016,2323,4016
1342,3804,2135,3834,2123,4144,1330,4113
2165,3878,2283,3878,2283,4055,2165,4055
6437,3878,6989,3878,6989,4114,6437,4114
4613,3944,5649,3892,5666,4239,4630,4291
5985,3922,6430,3885,6450,4126,6005,4163
5689,3937,6024,3937,6024,4134,5689,4134
4272,3957,4606,3957,4606,4232,4272,4232
3661,3996,4272,3996,4272,4272,3661,4272
3445,4035,3642,4035,3642,4252,3445,4252
2539,4075,3051,4075,3051,4311,2539,4311
3030,4100,3421,4064,3444,4324,3054,4359
2126,4114,2264,4114,2264,4410,2126,4410
2283,4095,2559,4095,2559,4350,2283,4350
6437,4114,7008,4114,7008,4390,6437,4390
1358,4154,2106,4154,2106,4429,1358,4429
6300,4173,6418,4173,6418,4370,6300,4370
5537,4207,6256,4161,6272,4409,5553,4455
5315,4213,5532,4213,5532,4449,5315,4449
4184,4321,5027,4222,5057,4482,4214,4581
