8295,472,9003,472,9003,892,8295,892
9581,498,10132,498,10132,892,9581,892
6405,525,7481,525,7481,945,6405,945
7428,525,8032,525,8032,918,7428,918
8006,551,8190,551,8190,866,8006,866
2887,705,3741,519,3839,972,2986,1157
5012,589,5869,511,5910,963,5053,1041
5932,551,6352,551,6352,945,5932,945
9003,551,9555,551,9555,971,9003,971
3648,551,4593,551,4593,1050,3648,1050
4541,630,5092,630,5092,1050,4541,1050
2100,656,2887,656,2887,945,2100,945
9292,945,10158,945,10158,1417,9292,1417
6825,997,8216,997,8216,1417,6825,1417
8216,997,9345,997,9345,1470,8216,1470
4648,1013,6018,1044,6009,1421,4640,1390
2022,1114,2893,1012,2947,1464,2075,1567
2940,1050,3333,1050,3333,1443,2940,1443
3390,1038,4292,1081,4274,1458,3372,1415
4305,1076,4567,1076,4567,1365,4305,1365
6037,1102,6798,1102,6798,1391,6037,1391
6907,1526,8919,1418,8945,1902,6933,2010
8951,1443,9345,1443,9345,1785,8951,1785
4383,1496,5538,1496,5538,1968,4383,1968
2940,1522,4357,1522,4357,1995,2940,1995
9450,1522,10132,1522,10132,1785,9450,1785
2047,1522,2966,1522,2966,1995,2047,1995
5512,1548,6720,1548,6720,1968,5512,1968
7926,1951,9364,1849,9400,2356,7962,2459
9397,1916,10132,1916,10132,2283,9397,2283
4961,1942,7113,1942,7113,2414,4961,2414
3837,1952,4979,2033,4945,2498,3804,2416
2164,1978,3535,2069,3505,2510,2134,2419
3543,1995,3806,1995,3806,2388,3543,2388
7303,2052,7925,2010,7951,2413,7329,2454
5460,2415,6221,2415,6221,2808,5460,2808
9397,2415,10132,2415,10132,2730,9397,2730
4698,2441,5223,2441,5223,2808,4698,2808
6142,2441,7218,2441,7218,2887,6142,2887
3648,2467,4042,2467,4042,2835,3648,2835
8085,2467,9318,2467,9318,2887,8085,2887
4068,2493,4698,2493,4698,2782,4068,2782
2703,2520,3543,2520,3543,2808,2703,2808
7271,2520,8006,2520,8006,2782,7271,2782
2126,2546,2677,2546,2677,2940,2126,2940
8286,2849,9682,2816,9692,3226,8296,3259
7271,2932,8190,2794,8255,3225,7336,3363
3821,3005,4990,2832,5054,3267,3886,3440
5013,2887,6195,2887,6195,3255,5013,3255
6772,2887,7218,2887,7218,3255,6772,3255
2161,2895,3278,2997,3236,3458,2119,3356
6247,2913,6667,2913,6667,3255,6247,3255
9712,2913,10106,2913,10106,3176,9712,3176
3281,2992,3806,2992,3806,3386,3281,3386
8452,3307,9135,3307,9135,3701,8452,3701
4803,3333,6247,3333,6247,3780,4803,3780
