6516,42,7279,169,7214,559,6451,432
6280,964,6398,964,6398,1141,6280,1141
5610,1141,5906,1141,5906,1397,5610,1397
5886,1141,6536,1141,6536,1397,5886,1397
3268,1161,4370,1161,4370,1417,3268,1417
4370,1161,4646,1161,4646,1397,4370,1397
4646,1161,4882,1161,4882,1378,4646,1378
2992,1181,3268,1181,3268,1417,2992,1417
4882,1181,5610,1181,5610,1397,4882,1397
2078,1234,2990,1190,3000,1416,2088,1459
1248,1241,2104,1199,2118,1479,1262,1522
5003,1400,6052,1438,6043,1697,4993,1658
3642,1456,4213,1456,4213,1712,3642,1712
4168,1500,4951,1410,4979,1657,4197,1747
3012,1476,3642,1476,3642,1771,3012,1771
6181,1476,6536,1476,6536,1673,6181,1673
6044,1515,6142,1515,6142,1712,6044,1712
1535,1515,1890,1515,1890,1771,1535,1771
1870,1515,2716,1515,2716,1732,1870,1732
2716,1515,2972,1515,2972,1712,2716,1712
1279,1535,1535,1535,1535,1791,1279,1791
4921,1712,6142,1712,6142,2027,4921,2027
3878,1732,4685,1732,4685,1968,3878,1968
4705,1732,4902,1732,4902,1949,4705,1949
2108,1737,3625,1774,3619,2024,2102,1987
3622,1752,3858,1752,3858,1968,3622,1968
6103,1771,6555,1771,6555,2008,6103,2008
1850,1791,2106,1791,2106,2008,1850,2008
1260,1811,1830,1811,1830,2047,1260,2047
4961,2008,5355,2008,5355,2244,4961,2244
5355,2008,6280,2008,6280,2303,5355,2303
6319,2008,6536,2008,6536,2244,6319,2244
3445,2027,4410,2027,4410,2342,3445,2342
4429,2027,4961,2027,4961,2342,4429,2342
1269,2088,2318,2038,2330,2282,1281,2332
3169,2047,3445,2047,3445,2283,3169,2283
2342,2086,2736,2086,2736,2283,2342,2283
2775,2086,3150,2086,3150,2323,2775,2323
5138,2283,6004,2283,6004,2520,5138,2520
6063,2283,6319,2283,6319,2539,6063,2539
6319,2283,6536,2283,6536,2520,6319,2520
4882,2303,5099,2303,5099,2520,4882,2520
2145,2323,2559,2323,2559,2579,2145,2579
2835,2323,3051,2323,3051,2539,2835,2539
3090,2323,3504,2323,3504,2618,3090,2618
3496,2332,4132,2308,4141,2539,3505,2563
